# pytorch neural network ReLU CrossEntropyLoss SGD:
#  unit=[80, 20],batch=64,lr=1e-02,momentum=0.9,epoch=128
# train_loss, train_acc, val_loss, val_acc
0.69207354 0.50249293 0.69181616 0.50358741
0.44816492 0.77653461 0.38767366 0.81874505
0.37766681 0.82465387 0.37204540 0.82833591
0.36689768 0.83121850 0.36515657 0.83000644
0.36096077 0.83290169 0.36562539 0.83323066
0.35672225 0.83559059 0.35951547 0.83393015
0.35136808 0.83857295 0.36071729 0.83451290
0.34979929 0.84036838 0.35557891 0.83757966
0.34579566 0.84271193 0.35089485 0.83893899
0.34187499 0.84550446 0.34974924 0.84181203
0.33958687 0.84732580 0.35091362 0.84068570
0.33829041 0.84773148 0.34905373 0.84208422
0.33490006 0.85047213 0.36260121 0.83548439
0.33548390 0.85029508 0.34784688 0.84487953
0.33079518 0.85311784 0.34342131 0.84600522
0.32653431 0.85515503 0.34077090 0.84658769
0.32390549 0.85666130 0.34035882 0.84724791
0.32169071 0.85900056 0.33878236 0.84845094
0.31992982 0.85947531 0.34028847 0.84747981
0.31719138 0.86018751 0.33709647 0.85093596
0.31486776 0.86190525 0.33547882 0.85151792
0.31245877 0.86282884 0.33602089 0.85058776
0.31093238 0.86380857 0.33205085 0.85272232
0.30800726 0.86535803 0.33482400 0.85272232
0.30712325 0.86600972 0.33425428 0.85082069
0.30597156 0.86676937 0.33754868 0.85116979
0.30376747 0.86729158 0.33220462 0.85419846
0.29939447 0.86956613 0.33344058 0.85322489
0.30008474 0.87001931 0.33311751 0.85384954
0.29783452 0.86962216 0.32578437 0.85691585
0.29425425 0.87293689 0.33128617 0.85679812
0.29255235 0.87244489 0.33142787 0.85493333
0.29064912 0.87462872 0.32828741 0.85617856
0.28822513 0.87547902 0.32625841 0.85889649
0.28598983 0.87764565 0.33202998 0.85470232
0.28934485 0.87536678 0.32721125 0.85602118
0.28677366 0.87604007 0.32645240 0.85722768
0.28293088 0.87842247 0.32694574 0.85722715
0.27931968 0.88046399 0.32530214 0.85998344
0.27934820 0.88089127 0.32610958 0.85932305
0.28006502 0.88008844 0.32619391 0.85940087
0.27575718 0.88197454 0.33068637 0.85473840
0.27328367 0.88350673 0.32053146 0.86417744
0.27059157 0.88439583 0.32553738 0.86064302
0.26903470 0.88598412 0.32476721 0.85978881
0.26772758 0.88634237 0.32647686 0.85881930
0.26812988 0.88610068 0.32633988 0.85943952
0.26560162 0.88724872 0.33458515 0.85928423
0.26831059 0.88629921 0.32494732 0.86098496
0.26213140 0.88873776 0.32232355 0.86421463
0.25786462 0.89094758 0.32280667 0.86343868
0.25735716 0.89230713 0.32810949 0.86332132
0.25946948 0.89058930 0.37036820 0.85027875
0.26248158 0.88976055 0.32527384 0.86386561
0.25641032 0.89181504 0.32750824 0.86339996
0.25308768 0.89399035 0.32695668 0.86161352
0.25157332 0.89421468 0.32356729 0.86456555
0.24976577 0.89638574 0.34336808 0.85191064
0.25849229 0.89124954 0.33211958 0.86006225
0.25927813 0.89036040 0.32351605 0.86584741
0.25248724 0.89511237 0.34310132 0.85889857
0.25230026 0.89482757 0.32661613 0.86413800
0.24487126 0.89893643 0.33879106 0.85975071
0.25131182 0.89449086 0.32280540 0.86565422
0.24308511 0.89885007 0.31764872 0.86755531
0.23906909 0.90051183 0.32261088 0.86844562
0.24044706 0.89927741 0.32724003 0.86689429
0.23709394 0.90127577 0.32384167 0.86778551
0.23277772 0.90358912 0.32988337 0.86697311
0.23829152 0.90145694 0.32994377 0.86328576
0.23415957 0.90337760 0.31893126 0.86871901
0.22871148 0.90538023 0.31979117 0.87031044
0.22709795 0.90636432 0.33013506 0.86506967
0.23028960 0.90539753 0.34705301 0.85843173
0.25062577 0.89443893 0.32553325 0.86759378
0.23264752 0.90359762 0.32518760 0.86907011
0.22721287 0.90624342 0.32688980 0.86778959
0.22714693 0.90610527 0.32840709 0.86576887
0.22559255 0.90712818 0.35760596 0.85361571
0.22964983 0.90547945 0.32912644 0.86767041
0.22502746 0.90771087 0.32905993 0.86922385
0.22022880 0.90921714 0.32590831 0.86887610
0.21633166 0.91141834 0.32588739 0.87287346
0.21564685 0.91176802 0.34699328 0.86452555
0.22600077 0.90698144 0.34479908 0.86475865
0.21688713 0.91082702 0.33363072 0.86739922
0.21369964 0.91244123 0.35125588 0.86452737
0.22159584 0.90923861 0.33033364 0.86968986
0.21216114 0.91276059 0.34419592 0.86464383
0.21793227 0.91109456 0.35224981 0.85928760
0.21936936 0.91052049 0.34395735 0.86580706
