# pytorch neural network ReLU CrossEntropyLoss SGD:
#  unit=[80, 40, 20],batch=64,lr=1e-02,momentum=0.5,epoch=128
# train_loss, train_acc, val_loss, val_acc
0.01381053 0.17118871 0.01385190 0.17245248
0.01944020 0.00251632 0.03019293 0.01357227
0.02421021 0.02461534 0.01239755 0.01301704
0.00835302 0.00550264 0.01233389 0.00569979
0.00534958 0.00250988 0.01284130 0.00533699
0.00475683 0.00202612 0.01197283 0.00603674
0.00435423 0.00155347 0.01475562 0.00684920
0.00417888 0.00189534 0.01286376 0.00578455
0.00401668 0.00165906 0.01411838 0.00541926
0.00369080 0.00226702 0.01389339 0.00606011
0.00262336 0.00206228 0.01868094 0.01050476
0.00298470 0.00196313 0.02237808 0.01007252
0.00276637 0.00203225 0.01644531 0.00921573
0.00354448 0.00274860 0.02131568 0.01034306
0.00542644 0.00260829 0.02632763 0.01409123
0.00357624 0.00300916 0.01587271 0.00740109
0.00294390 0.00230610 0.01516119 0.00783165
0.00431036 0.00310350 0.03236664 0.02135689
0.00333925 0.00324030 0.01675196 0.01073077
0.00314780 0.00287380 0.01458875 0.00872034
0.00326517 0.00309743 0.01712552 0.01156428
0.00330583 0.00305047 0.03092941 0.01750455
0.00326606 0.00346698 0.02084292 0.01373466
0.00329026 0.00322710 0.01735913 0.01029048
0.00327254 0.00291700 0.01773398 0.01031759
0.00321018 0.00277540 0.01716674 0.01051314
0.00302763 0.00289505 0.01138128 0.00619389
0.00386829 0.00296987 0.03733890 0.02252834
0.00453452 0.00365193 0.01387238 0.01290837
0.00319097 0.00252903 0.01809909 0.01015792
0.00359029 0.00286369 0.02508005 0.01505652
0.00319973 0.00279121 0.04617924 0.02911105
0.00269028 0.00276380 0.03731756 0.02278676
0.00326590 0.00218457 0.02416736 0.01331825
0.00350709 0.00246265 0.03676286 0.02276570
0.00362305 0.00255174 0.02159175 0.01239699
0.00313980 0.00254070 0.04278747 0.02794446
0.00334990 0.00229603 0.03245018 0.02266375
0.00288593 0.00304072 0.04560144 0.01450334
0.00368920 0.00310976 0.19919105 0.08519644
0.00555036 0.00198635 0.10739830 0.06734227
0.00465406 0.00311410 0.03140583 0.01820906
0.00365913 0.00238547 0.01703300 0.00893870
0.00379001 0.00322787 0.02493540 0.01334618
0.00416227 0.00290488 0.03502221 0.01707984
0.00401258 0.00280777 0.14653263 0.08337601
0.00558116 0.00275110 0.13671349 0.03785179
0.00711431 0.00393622 0.04262561 0.02324044
0.00383536 0.00259592 0.01717316 0.00911976
0.00360389 0.00268103 0.04619527 0.01586414
0.00367469 0.00294346 0.02362988 0.01079922
0.00378883 0.00266880 0.06181542 0.03166373
0.00407743 0.00349039 0.18135963 0.08591218
0.00816016 0.00421129 0.02400708 0.01426498
0.00320061 0.00243965 0.10411243 0.04218455
0.00276125 0.00229475 0.14139632 0.07407131
0.00465426 0.00295296 0.08041447 0.02636474
0.00436644 0.00300525 0.05262012 0.02238499
0.00418856 0.00257642 0.05038376 0.02319009
0.00425334 0.00356373 0.16491460 0.03566468
0.00802514 0.00349058 0.04013203 0.01401743
0.00372829 0.00236786 0.28672404 0.12096248
0.01188331 0.00779810 0.04023990 0.02416461
0.00554326 0.00290553 0.03829856 0.01899963
0.00455988 0.00294496 0.01669792 0.00947661
0.00429803 0.00304384 0.09673277 0.04490680
0.00562034 0.00305197 0.01787946 0.00959537
0.00450224 0.00319292 0.05293473 0.02063712
0.00497360 0.00284095 0.05224998 0.02162032
0.00645205 0.00294733 0.15715699 0.07302676
0.01150876 0.00761917 0.13371316 0.05889900
0.00941624 0.00523214 0.10596519 0.03636483
0.00616475 0.00350841 0.04193634 0.01669849
0.00443407 0.00325896 0.12679070 0.04753803
0.00708221 0.00290956 0.03654652 0.01588861
0.00508396 0.00320230 0.20825119 0.06746271
0.01176299 0.00621847 0.10165298 0.04245794
0.00615553 0.00404408 0.08389800 0.02721825
0.00421254 0.00301852 0.07345921 0.03348020
0.00495066 0.00317987 0.24789701 0.09046565
0.00856889 0.00516506 0.07172073 0.03381498
0.00456049 0.00288309 0.11833104 0.05925121
0.00453475 0.00361579 0.19952790 0.04694385
0.00475271 0.00302507 0.40697731 0.16348875
0.01781952 0.00909203 0.03626879 0.01560685
0.00474761 0.00277495 0.14527723 0.04329171
0.00730107 0.00414477 0.48408181 0.11525259
0.01547882 0.00643936 0.11245265 0.03374074
0.00549761 0.00300230 0.05512837 0.01131507
0.00533198 0.00270162 0.09710863 0.03399791
0.00610049 0.00336772 0.13491133 0.05980435
0.00583509 0.00297234 0.03412965 0.01586515
0.00483037 0.00351451 0.02007224 0.00943999
0.00482660 0.00288999 0.36090998 0.09814478
0.01095918 0.00603985 0.10644463 0.02775576
0.00513287 0.00320050 0.03377957 0.01112894
0.00477712 0.00291536 0.15256715 0.05036470
0.00646986 0.00347954 0.09179640 0.02456357
0.00551231 0.00233623 0.34217974 0.04672458
0.02654428 0.01364955 0.02814319 0.01214449
0.00756204 0.00460301 0.06093802 0.02640983
0.00723251 0.00363688 0.11460664 0.03444420
0.01027826 0.00558888 0.48503110 0.15562332
0.02230450 0.00912188 0.04791960 0.01829888
0.00654614 0.00291664 0.05838991 0.02026540
0.00486214 0.00297992 0.11990286 0.03082509
0.00472891 0.00255984 0.50588835 0.12653007
0.02419227 0.01027022 0.02003961 0.00849185
0.00445908 0.00264154 0.11500892 0.03197632
0.00746117 0.00350284 0.24221037 0.06663613
0.00788342 0.00322263 0.26698936 0.05211259
0.01066150 0.00546550 0.33325737 0.03396522
0.01184537 0.00431722 0.29068189 0.08337992
0.00852939 0.00385206 0.21760369 0.04163721
0.00876241 0.00452703 0.73102093 0.16244666
0.03543670 0.01752360 0.16161317 0.04299563
0.00771438 0.00410022 0.18263911 0.04263060
0.00704187 0.00317295 0.18483304 0.03607351
0.00856157 0.00380254 0.10900947 0.03322521
0.00510589 0.00232074 0.04542789 0.01796123
0.00405624 0.00301654 0.21489101 0.07898825
0.00373682 0.00301227 0.27805460 0.07342311
0.00599006 0.00334078 0.47152726 0.11658113
0.01980258 0.00954508 0.25520864 0.03453960
0.00815112 0.00425302 0.03178793 0.01199054
0.00484979 0.00257238 0.36847259 0.06988394
0.00706140 0.00369360 0.37063359 0.09414555
0.01098255 0.00477532 0.31930410 0.04462188
0.01262962 0.00450414 0.72239473 0.15066306
